application_id,loan_id,vintage,split,utilization,late_payments,debt_to_income,bureau_age_months,income_band,audit_group,channel,raw_pd,calibrated_pd,challenger_pd,lgd,ead,observed_default,reason_codes,provenance
SYN-APP-00054,SYN-LOAN-00054,2029-07,train,0.9259,1,0.3063,153,middle,Synthetic group C,direct,0.259072,0.234802,0.235952,0.4153,19295,false,HIGH_UTILIZATION,synthetic
SYN-APP-00055,SYN-LOAN-00055,2029-07,train,0.213,2,0.3704,114,lower,Synthetic group B,marketplace,0.11235,0.108621,0.111223,0.3286,18650,false,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-00056,SYN-LOAN-00056,2029-07,train,0.7041,4,0.3365,172,highest,Synthetic group A,direct,0.266701,0.241363,0.238649,0.6974,25647,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00057,,2029-07,train,0.8263,3,0.6572,42,middle,Synthetic group B,marketplace,0.600637,0.528548,0.507654,0.6862,5650,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00058,SYN-LOAN-00058,2029-07,train,0.4467,4,0.1262,66,upper,Synthetic group B,direct,0.197257,0.181641,0.174798,0.3366,22130,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00059,SYN-LOAN-00059,2029-07,train,0.4624,3,0.5538,60,lower,Synthetic group C,direct,0.392892,0.349888,0.337621,0.5934,29599,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-00060,SYN-LOAN-00060,2029-07,train,0.4662,1,0.3634,76,lower,Synthetic group C,direct,0.170115,0.158299,0.160309,0.6148,21005,true,LOWER_INCOME_BAND,synthetic
SYN-APP-00061,SYN-LOAN-00061,2029-07,train,0.4536,2,0.3571,19,upper,Synthetic group C,direct,0.15147,0.142265,0.145487,0.4769,29270,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00062,SYN-LOAN-00062,2029-07,train,0.9204,2,0.6798,148,highest,Synthetic group B,marketplace,0.344553,0.308315,0.311726,0.6026,29056,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00063,SYN-LOAN-00063,2029-07,train,0.5992,1,0.6848,103,middle,Synthetic group C,marketplace,0.210832,0.193315,0.202574,0.4423,12656,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00064,SYN-LOAN-00064,2029-07,train,0.3374,0,0.1154,120,highest,Synthetic group A,direct,0.020193,0.029366,0.035503,0.4273,25879,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00065,SYN-LOAN-00065,2029-07,train,0.0359,0,0.4609,108,upper,Synthetic group A,direct,0.017428,0.026988,0.036919,0.4271,15952,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00066,SYN-LOAN-00066,2029-07,train,0.2893,4,0.2035,167,middle,Synthetic group C,direct,0.130633,0.124344,0.122408,0.674,22572,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00067,SYN-LOAN-00067,2029-07,train,0.7382,2,0.6053,131,middle,Synthetic group A,marketplace,0.331315,0.296931,0.296263,0.2826,14921,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00068,SYN-LOAN-00068,2029-07,train,0.3059,1,0.2972,158,middle,Synthetic group C,direct,0.050065,0.055056,0.062783,0.3941,17811,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00069,SYN-LOAN-00069,2029-07,train,0.2102,2,0.6505,70,lower,Synthetic group B,direct,0.179281,0.166182,0.17026,0.6327,22425,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-00070,SYN-LOAN-00070,2029-07,train,0.2593,2,0.3402,177,middle,Synthetic group A,direct,0.064114,0.067138,0.073937,0.5011,17410,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00071,SYN-LOAN-00071,2029-07,train,0.5834,0,0.4602,88,highest,Synthetic group B,partner,0.072391,0.074256,0.089297,0.4204,14542,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00072,SYN-LOAN-00072,2029-07,train,0.4198,1,0.3945,72,upper,Synthetic group B,partner,0.082714,0.083134,0.092634,0.5361,5595,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00073,SYN-LOAN-00073,2029-07,train,0.4731,2,0.1656,45,middle,Synthetic group B,marketplace,0.148408,0.139631,0.138489,0.5995,18797,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00074,,2029-07,train,0.9044,1,0.6566,7,middle,Synthetic group B,partner,0.485407,0.42945,0.419856,0.4136,19840,true,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME|SHORT_BUREAU_HISTORY,synthetic
SYN-APP-00075,SYN-LOAN-00075,2029-07,train,0.0981,4,0.2627,130,middle,Synthetic group A,marketplace,0.096124,0.094667,0.093796,0.4312,21189,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00076,SYN-LOAN-00076,2029-07,train,0.5901,4,0.2642,178,highest,Synthetic group B,direct,0.186179,0.172114,0.172394,0.381,3737,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00077,SYN-LOAN-00077,2029-07,train,0.5851,0,0.2558,106,highest,Synthetic group C,direct,0.052482,0.057135,0.068604,0.675,11285,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00078,SYN-LOAN-00078,2029-07,train,0.4994,4,0.1761,149,middle,Synthetic group A,marketplace,0.22617,0.206506,0.199423,0.5107,3016,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00079,SYN-LOAN-00079,2029-07,train,0.234,3,0.5829,175,middle,Synthetic group B,partner,0.119089,0.114417,0.122342,0.342,7306,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00080,SYN-LOAN-00080,2029-07,train,0.9238,1,0.6779,80,upper,Synthetic group C,partner,0.367389,0.327954,0.329413,0.3093,22928,true,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00081,SYN-LOAN-00081,2029-07,train,0.154,2,0.3159,81,highest,Synthetic group A,partner,0.040484,0.046816,0.05312,0.6708,24242,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00082,SYN-LOAN-00082,2029-07,train,0.5815,4,0.3436,48,middle,Synthetic group B,direct,0.4125,0.36675,0.349476,0.3929,12346,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00083,SYN-LOAN-00083,2029-07,train,0.8985,0,0.6414,86,middle,Synthetic group C,direct,0.303093,0.27266,0.278244,0.6845,12153,true,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00084,SYN-LOAN-00084,2029-07,train,0.7043,0,0.3392,141,middle,Synthetic group A,direct,0.114743,0.110679,0.121108,0.3019,19564,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00085,SYN-LOAN-00085,2029-07,train,0.1568,0,0.1064,167,lower,Synthetic group C,direct,0.025482,0.033915,0.036112,0.297,26959,false,LOWER_INCOME_BAND,synthetic
SYN-APP-00086,SYN-LOAN-00086,2029-07,train,0.261,3,0.1251,66,middle,Synthetic group B,direct,0.108891,0.105647,0.103033,0.4953,1893,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00087,,2029-07,train,0.8614,1,0.6247,111,lower,Synthetic group C,direct,0.453521,0.402028,0.393573,0.58,19618,true,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-00088,SYN-LOAN-00088,2029-07,train,0.7215,1,0.5354,180,middle,Synthetic group A,direct,0.188053,0.173726,0.183261,0.2883,3782,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00089,,2029-07,train,0.7603,4,0.6162,79,middle,Synthetic group C,marketplace,0.605102,0.532388,0.508856,0.5668,4743,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00090,SYN-LOAN-00090,2029-07,train,0.4601,3,0.6009,134,lower,Synthetic group C,partner,0.337493,0.302244,0.295925,0.4015,28812,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-00091,SYN-LOAN-00091,2029-07,train,0.5399,4,0.1667,44,middle,Synthetic group A,direct,0.331534,0.297119,0.28146,0.5748,8816,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00092,SYN-LOAN-00092,2029-07,train,0.4904,2,0.6821,101,upper,Synthetic group B,marketplace,0.182133,0.168634,0.178332,0.4169,21043,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00093,SYN-LOAN-00093,2029-07,train,0.1409,0,0.4702,37,upper,Synthetic group C,marketplace,0.03166,0.039228,0.050066,0.2933,3287,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00094,SYN-LOAN-00094,2029-07,train,0.2214,1,0.4521,172,upper,Synthetic group C,direct,0.034775,0.041906,0.053456,0.4391,7816,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00095,SYN-LOAN-00095,2029-07,train,0.142,2,0.4316,34,lower,Synthetic group B,marketplace,0.132695,0.126117,0.127283,0.5677,6474,true,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-00096,SYN-LOAN-00096,2029-07,train,0.6981,2,0.262,178,highest,Synthetic group A,partner,0.119834,0.115058,0.12293,0.4059,7234,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00097,SYN-LOAN-00097,2029-07,train,0.8826,1,0.28,108,middle,Synthetic group C,direct,0.261884,0.23722,0.236665,0.6973,3810,false,HIGH_UTILIZATION,synthetic
SYN-APP-00098,SYN-LOAN-00098,2029-07,train,0.1239,1,0.3217,157,lower,Synthetic group A,marketplace,0.047788,0.053098,0.058383,0.677,23173,false,LOWER_INCOME_BAND,synthetic
SYN-APP-00099,SYN-LOAN-00099,2029-07,train,0.6902,4,0.5026,118,upper,Synthetic group A,direct,0.407843,0.362745,0.351962,0.3879,27086,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00100,SYN-LOAN-00100,2029-07,train,0.5402,4,0.3373,133,middle,Synthetic group C,partner,0.304482,0.273855,0.264962,0.4959,1807,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00101,SYN-LOAN-00101,2029-07,train,0.4542,2,0.6786,173,middle,Synthetic group C,marketplace,0.164752,0.153686,0.164137,0.4859,27990,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00102,SYN-LOAN-00102,2029-07,train,0.589,3,0.5483,43,upper,Synthetic group A,partner,0.324143,0.290763,0.286545,0.6827,29734,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00103,SYN-LOAN-00103,2029-07,train,0.4015,4,0.4727,7,highest,Synthetic group A,direct,0.254386,0.230772,0.227212,0.505,14858,false,RECENT_LATE_PAYMENTS|SHORT_BUREAU_HISTORY,synthetic
SYN-APP-00104,SYN-LOAN-00104,2029-07,train,0.2854,4,0.296,144,middle,Synthetic group C,partner,0.15575,0.145945,0.144183,0.6432,6447,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00105,SYN-LOAN-00105,2029-07,train,0.5447,0,0.2386,156,upper,Synthetic group C,direct,0.047526,0.052872,0.063593,0.303,16665,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00106,SYN-LOAN-00106,2029-07,train,0.7144,3,0.335,25,upper,Synthetic group B,direct,0.360188,0.321761,0.311154,0.4619,25990,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00107,SYN-LOAN-00107,2029-07,train,0.5288,3,0.0805,28,upper,Synthetic group C,marketplace,0.184384,0.17057,0.165124,0.3494,15433,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00108,SYN-LOAN-00108,2029-07,train,0.6092,2,0.3718,120,highest,Synthetic group B,marketplace,0.132335,0.125808,0.13386,0.4749,2274,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00109,SYN-LOAN-00109,2029-07,train,0.4782,0,0.0948,18,upper,Synthetic group A,direct,0.055231,0.059498,0.064621,0.5906,23830,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00110,SYN-LOAN-00110,2029-07,train,0.4569,0,0.2102,127,upper,Synthetic group B,direct,0.03979,0.04622,0.055287,0.4792,15167,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-00111,,2029-07,train,0.9189,4,0.329,70,middle,Synthetic group B,marketplace,0.634333,0.557526,0.526868,0.5447,7393,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00112,SYN-LOAN-00112,2029-07,train,0.576,3,0.6378,31,middle,Synthetic group A,direct,0.419465,0.37274,0.362417,0.4252,11571,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00113,SYN-LOAN-00113,2029-07,train,0.087,2,0.3897,180,middle,Synthetic group A,direct,0.041372,0.04758,0.05452,0.4216,13398,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00114,SYN-LOAN-00114,2029-07,train,0.5245,3,0.3442,148,middle,Synthetic group C,direct,0.206881,0.189918,0.189316,0.3393,10846,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00115,SYN-LOAN-00115,2029-07,train,0.3304,4,0.6481,20,middle,Synthetic group A,partner,0.358044,0.319918,0.310724,0.6508,20548,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-00116,SYN-LOAN-00116,2029-07,train,0.8505,1,0.1942,74,middle,Synthetic group C,direct,0.247437,0.224796,0.222674,0.6923,4553,false,HIGH_UTILIZATION,synthetic
SYN-APP-00117,SYN-LOAN-00117,2029-07,train,0.7633,2,0.3231,144,upper,Synthetic group C,direct,0.207524,0.190471,0.193564,0.6634,28263,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00118,SYN-LOAN-00118,2029-07,train,0.9164,0,0.2978,139,lower,Synthetic group A,marketplace,0.269971,0.244175,0.243996,0.3308,1618,false,HIGH_UTILIZATION|LOWER_INCOME_BAND,synthetic
SYN-APP-00119,SYN-LOAN-00119,2029-07,train,0.5701,2,0.2817,123,middle,Synthetic group B,direct,0.166394,0.155099,0.157175,0.3986,28001,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00120,SYN-LOAN-00120,2029-07,train,0.857,3,0.2691,160,upper,Synthetic group A,direct,0.315244,0.28311,0.277222,0.5376,21652,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-00121,SYN-LOAN-00121,2029-07,train,0.9303,1,0.5661,161,upper,Synthetic group C,marketplace,0.269165,0.243482,0.250597,0.5536,19123,true,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
