application_id,loan_id,vintage,split,utilization,late_payments,debt_to_income,bureau_age_months,income_band,audit_group,channel,raw_pd,calibrated_pd,challenger_pd,lgd,ead,observed_default,reason_codes,provenance
SYN-APP-11824,SYN-LOAN-11824,2030-06,backtest,0.3133,2,0.4555,62,highest,Synthetic group C,direct,0.164767,0.1537,0.155812,0.3521,20984,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11825,,2030-06,backtest,0.8354,3,0.1335,30,lower,Synthetic group C,partner,0.73816,0.646817,0.600644,0.534,9837,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-11826,SYN-LOAN-11826,2030-06,backtest,0.4828,0,0.2794,90,upper,Synthetic group C,marketplace,0.112604,0.10884,0.113911,0.6151,26791,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11827,SYN-LOAN-11827,2030-06,backtest,0.4503,0,0.2382,50,middle,Synthetic group C,direct,0.144608,0.136363,0.137025,0.3685,21357,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11828,,2030-06,backtest,0.8603,2,0.1783,64,middle,Synthetic group A,direct,0.538823,0.475388,0.44797,0.6797,14057,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11829,SYN-LOAN-11829,2030-06,backtest,0.4303,3,0.6461,89,upper,Synthetic group A,direct,0.386306,0.344223,0.334345,0.3576,23985,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11830,SYN-LOAN-11830,2030-06,backtest,0.3433,1,0.128,99,lower,Synthetic group A,partner,0.173174,0.160929,0.154344,0.6727,11358,true,LOWER_INCOME_BAND,synthetic
SYN-APP-11831,SYN-LOAN-11831,2030-06,backtest,0.5447,3,0.1105,23,middle,Synthetic group A,partner,0.425869,0.378248,0.3531,0.6656,24118,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11832,,2030-06,backtest,0.6934,3,0.1593,63,lower,Synthetic group A,direct,0.625569,0.54999,0.511614,0.2953,12694,true,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-11833,,2030-06,backtest,0.345,4,0.3565,116,lower,Synthetic group C,marketplace,0.485573,0.429593,0.402112,0.4484,17080,false,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-11834,SYN-LOAN-11834,2030-06,backtest,0.4539,1,0.311,72,upper,Synthetic group A,direct,0.165695,0.154498,0.155304,0.4995,20044,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11835,SYN-LOAN-11835,2030-06,backtest,0.1065,2,0.3426,18,lower,Synthetic group A,marketplace,0.224438,0.205016,0.195339,0.4604,16827,false,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-11836,,2030-06,backtest,0.9061,3,0.5366,34,lower,Synthetic group C,direct,0.85529,0.74755,0.703056,0.3865,17142,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11837,SYN-LOAN-11837,2030-06,backtest,0.0663,1,0.1498,97,middle,Synthetic group A,direct,0.056419,0.060521,0.059557,0.3222,6412,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11838,SYN-LOAN-11838,2030-06,backtest,0.87,0,0.2661,118,lower,Synthetic group C,direct,0.427327,0.379501,0.36413,0.3043,12080,false,HIGH_UTILIZATION|LOWER_INCOME_BAND,synthetic
SYN-APP-11839,,2030-06,backtest,0.735,1,0.6348,105,middle,Synthetic group B,direct,0.453133,0.401694,0.39126,0.6397,21633,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11840,,2030-06,backtest,0.6356,2,0.5758,23,upper,Synthetic group A,partner,0.475552,0.420975,0.405289,0.3915,8472,true,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11841,SYN-LOAN-11841,2030-06,backtest,0.7125,0,0.6411,154,highest,Synthetic group B,partner,0.200525,0.184452,0.1955,0.5311,17386,true,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11842,SYN-LOAN-11842,2030-06,backtest,0.7603,0,0.298,72,lower,Synthetic group C,direct,0.402562,0.358204,0.343817,0.2925,28522,false,HIGH_UTILIZATION|LOWER_INCOME_BAND,synthetic
SYN-APP-11843,,2030-06,backtest,0.8928,1,0.5335,141,middle,Synthetic group B,direct,0.501156,0.442994,0.428636,0.5445,28412,true,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11844,SYN-LOAN-11844,2030-06,backtest,0.509,1,0.4925,13,middle,Synthetic group A,direct,0.334005,0.299245,0.291287,0.4218,4972,false,HIGH_DEBT_TO_INCOME|SHORT_BUREAU_HISTORY,synthetic
SYN-APP-11845,SYN-LOAN-11845,2030-06,backtest,0.681,0,0.5194,79,upper,Synthetic group A,partner,0.249401,0.226485,0.229599,0.4718,3196,true,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11846,,2030-06,backtest,0.9422,0,0.2427,9,lower,Synthetic group A,direct,0.581332,0.511946,0.484021,0.6343,21537,true,HIGH_UTILIZATION|SHORT_BUREAU_HISTORY|LOWER_INCOME_BAND,synthetic
SYN-APP-11847,SYN-LOAN-11847,2030-06,backtest,0.2764,0,0.3531,167,middle,Synthetic group A,direct,0.068363,0.070792,0.077869,0.5696,7964,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11848,SYN-LOAN-11848,2030-06,backtest,0.0381,0,0.3682,147,middle,Synthetic group B,partner,0.038176,0.044831,0.050607,0.6659,20557,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11849,SYN-LOAN-11849,2030-06,backtest,0.7535,0,0.3564,175,middle,Synthetic group C,partner,0.229991,0.209793,0.211643,0.5264,22788,false,HIGH_UTILIZATION,synthetic
SYN-APP-11850,SYN-LOAN-11850,2030-06,backtest,0.3659,2,0.1855,80,upper,Synthetic group A,direct,0.15951,0.149179,0.14567,0.5143,13203,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11851,SYN-LOAN-11851,2030-06,backtest,0.4868,1,0.1213,41,lower,Synthetic group B,marketplace,0.287032,0.258847,0.244879,0.694,12486,true,LOWER_INCOME_BAND,synthetic
SYN-APP-11852,SYN-LOAN-11852,2030-06,backtest,0.2432,1,0.5004,86,upper,Synthetic group A,direct,0.114168,0.110184,0.116554,0.2936,10728,true,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11853,SYN-LOAN-11853,2030-06,backtest,0.8006,2,0.0986,109,middle,Synthetic group B,marketplace,0.422849,0.37565,0.355059,0.5534,21595,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11854,SYN-LOAN-11854,2030-06,backtest,0.6478,1,0.1327,16,lower,Synthetic group C,marketplace,0.42276,0.375573,0.353127,0.4614,13858,true,SHORT_BUREAU_HISTORY|LOWER_INCOME_BAND,synthetic
SYN-APP-11855,SYN-LOAN-11855,2030-06,backtest,0.1185,4,0.2679,41,middle,Synthetic group A,direct,0.265644,0.240454,0.225507,0.4033,21327,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11856,SYN-LOAN-11856,2030-06,backtest,0.225,0,0.0866,129,middle,Synthetic group C,direct,0.04861,0.053805,0.054726,0.483,5549,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11857,SYN-LOAN-11857,2030-06,backtest,0.3053,4,0.163,133,lower,Synthetic group B,direct,0.37612,0.335463,0.31165,0.6106,13061,false,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-11858,,2030-06,backtest,0.7914,4,0.4978,22,highest,Synthetic group C,marketplace,0.704377,0.617764,0.583176,0.4012,13467,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11859,SYN-LOAN-11859,2030-06,backtest,0.2464,3,0.3378,168,upper,Synthetic group B,partner,0.148455,0.139671,0.138922,0.4227,16521,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11860,,2030-06,backtest,0.8458,4,0.4413,72,upper,Synthetic group B,direct,0.730105,0.63989,0.602599,0.647,2159,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11861,,2030-06,backtest,0.8247,3,0.557,127,middle,Synthetic group B,direct,0.674377,0.591964,0.562095,0.549,5439,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11862,,2030-06,backtest,0.8984,3,0.2999,132,upper,Synthetic group B,marketplace,0.574947,0.506455,0.479778,0.5684,17527,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11863,SYN-LOAN-11863,2030-06,backtest,0.573,0,0.6873,72,highest,Synthetic group A,partner,0.196054,0.180606,0.190729,0.3822,3110,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11864,SYN-LOAN-11864,2030-06,backtest,0.4794,0,0.3474,168,middle,Synthetic group A,marketplace,0.117657,0.113185,0.119528,0.4627,15820,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11865,SYN-LOAN-11865,2030-06,backtest,0.0508,2,0.5017,142,lower,Synthetic group B,direct,0.155999,0.146159,0.145502,0.578,15879,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11866,,2030-06,backtest,0.7675,4,0.5176,81,middle,Synthetic group B,partner,0.751618,0.658391,0.619825,0.6614,13504,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11867,SYN-LOAN-11867,2030-06,backtest,0.333,4,0.3446,121,middle,Synthetic group A,direct,0.356683,0.318747,0.301826,0.3918,2736,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11868,SYN-LOAN-11868,2030-06,backtest,0.6897,0,0.2814,16,middle,Synthetic group B,direct,0.296294,0.266813,0.259862,0.5608,4487,false,SHORT_BUREAU_HISTORY,synthetic
SYN-APP-11869,SYN-LOAN-11869,2030-06,backtest,0.0302,1,0.4189,168,lower,Synthetic group C,partner,0.084255,0.08446,0.087449,0.2819,29286,false,LOWER_INCOME_BAND,synthetic
SYN-APP-11870,,2030-06,backtest,0.9026,4,0.1953,68,highest,Synthetic group A,direct,0.647816,0.569122,0.533535,0.598,10293,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11871,SYN-LOAN-11871,2030-06,backtest,0.1975,3,0.3336,128,upper,Synthetic group C,marketplace,0.149422,0.140503,0.138681,0.6486,20529,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11872,SYN-LOAN-11872,2030-06,backtest,0.2177,2,0.6317,60,middle,Synthetic group C,partner,0.241567,0.219748,0.218116,0.6168,8918,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11873,SYN-LOAN-11873,2030-06,backtest,0.4021,4,0.0823,173,upper,Synthetic group A,partner,0.227129,0.207331,0.195975,0.2874,15972,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11874,SYN-LOAN-11874,2030-06,backtest,0.2892,0,0.1843,136,middle,Synthetic group A,direct,0.064308,0.067305,0.070572,0.3516,8220,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11875,SYN-LOAN-11875,2030-06,backtest,0.4761,3,0.6818,93,upper,Synthetic group A,partner,0.427204,0.379395,0.367752,0.3358,13759,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11876,,2030-06,backtest,0.778,3,0.1113,153,middle,Synthetic group C,partner,0.470598,0.416714,0.39194,0.3036,23812,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11877,SYN-LOAN-11877,2030-06,backtest,0.1552,4,0.3717,68,upper,Synthetic group A,partner,0.239649,0.218098,0.208746,0.2828,8077,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11878,SYN-LOAN-11878,2030-06,backtest,0.3401,0,0.2566,85,upper,Synthetic group A,direct,0.075628,0.07704,0.082129,0.5496,13570,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11879,SYN-LOAN-11879,2030-06,backtest,0.3189,0,0.412,173,upper,Synthetic group C,marketplace,0.062439,0.065697,0.07558,0.4312,4785,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11880,SYN-LOAN-11880,2030-06,backtest,0.2232,2,0.564,37,highest,Synthetic group B,direct,0.161515,0.150903,0.154494,0.585,27474,true,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11881,SYN-LOAN-11881,2030-06,backtest,0.3839,0,0.5721,116,middle,Synthetic group C,partner,0.143077,0.135046,0.143326,0.5282,6780,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11882,,2030-06,backtest,0.9093,4,0.1333,86,middle,Synthetic group C,partner,0.729849,0.63967,0.595536,0.4727,12142,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11883,,2030-06,backtest,0.7362,3,0.5172,52,lower,Synthetic group B,partner,0.762932,0.668121,0.628008,0.349,24778,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11884,SYN-LOAN-11884,2030-06,backtest,0.3376,1,0.1843,10,upper,Synthetic group A,direct,0.131428,0.125028,0.123394,0.3103,27521,false,SHORT_BUREAU_HISTORY,synthetic
SYN-APP-11885,,2030-06,backtest,0.5225,4,0.5151,45,middle,Synthetic group B,direct,0.625483,0.549915,0.517721,0.5565,5290,true,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11886,SYN-LOAN-11886,2030-06,backtest,0.5951,1,0.0864,97,highest,Synthetic group A,partner,0.137518,0.130265,0.130197,0.5951,15848,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11887,SYN-LOAN-11887,2030-06,backtest,0.1575,1,0.6198,150,lower,Synthetic group A,direct,0.159659,0.149306,0.153326,0.5913,2222,false,HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11888,SYN-LOAN-11888,2030-06,backtest,0.1195,0,0.571,41,middle,Synthetic group B,partner,0.092402,0.091466,0.099316,0.2911,8607,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11889,SYN-LOAN-11889,2030-06,backtest,0.2781,0,0.1252,178,upper,Synthetic group B,marketplace,0.037736,0.044453,0.048269,0.5267,13613,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11890,,2030-06,backtest,0.3919,4,0.4942,156,lower,Synthetic group B,marketplace,0.527191,0.465384,0.438749,0.4267,11325,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11891,SYN-LOAN-11891,2030-06,backtest,0.3892,2,0.4745,146,middle,Synthetic group C,direct,0.234006,0.213246,0.211264,0.4916,23703,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11892,,2030-06,backtest,0.8726,4,0.3352,109,upper,Synthetic group A,direct,0.68661,0.602485,0.566658,0.5779,10192,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11893,SYN-LOAN-11893,2030-06,backtest,0.6834,2,0.0895,48,upper,Synthetic group C,marketplace,0.329383,0.29527,0.280371,0.6074,28103,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11894,SYN-LOAN-11894,2030-06,backtest,0.3503,1,0.351,159,upper,Synthetic group C,direct,0.097858,0.096158,0.101974,0.4755,10098,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11895,SYN-LOAN-11895,2030-06,backtest,0.4106,1,0.1146,35,middle,Synthetic group A,partner,0.170302,0.15846,0.152984,0.2895,26478,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11896,SYN-LOAN-11896,2030-06,backtest,0.545,0,0.6806,35,upper,Synthetic group A,partner,0.246719,0.224178,0.229266,0.5995,20830,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11897,SYN-LOAN-11897,2030-06,backtest,0.5067,2,0.5507,69,upper,Synthetic group B,marketplace,0.331268,0.296891,0.29064,0.4923,2801,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11898,SYN-LOAN-11898,2030-06,backtest,0.5265,0,0.3098,176,upper,Synthetic group C,direct,0.09654,0.095025,0.103054,0.3525,29258,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11899,,2030-06,backtest,0.5697,3,0.5025,62,lower,Synthetic group A,direct,0.647821,0.569126,0.535533,0.3962,5820,true,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11900,,2030-06,backtest,0.8186,0,0.6394,20,middle,Synthetic group B,marketplace,0.497248,0.439633,0.427029,0.4823,2501,true,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11901,SYN-LOAN-11901,2030-06,backtest,0.2418,4,0.3048,169,middle,Synthetic group B,partner,0.248035,0.22531,0.215056,0.3064,22043,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11902,SYN-LOAN-11902,2030-06,backtest,0.5804,1,0.3394,83,middle,Synthetic group C,marketplace,0.276356,0.249666,0.243971,0.5767,2679,true,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11903,SYN-LOAN-11903,2030-06,backtest,0.2562,1,0.3434,65,middle,Synthetic group B,direct,0.134959,0.128064,0.128798,0.3718,24648,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11904,SYN-LOAN-11904,2030-06,backtest,0.6259,1,0.5604,149,highest,Synthetic group C,direct,0.212192,0.194486,0.200874,0.6115,16460,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11905,SYN-LOAN-11905,2030-06,backtest,0.5161,2,0.2217,99,middle,Synthetic group A,marketplace,0.277198,0.25039,0.240405,0.3839,18858,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11906,,2030-06,backtest,0.8419,0,0.6749,66,middle,Synthetic group C,marketplace,0.480713,0.425413,0.415574,0.5223,21769,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11907,SYN-LOAN-11907,2030-06,backtest,0.335,0,0.2234,123,lower,Synthetic group A,partner,0.121809,0.116756,0.116919,0.5537,25443,false,LOWER_INCOME_BAND,synthetic
SYN-APP-11908,SYN-LOAN-11908,2030-06,backtest,0.5362,3,0.2114,75,middle,Synthetic group A,direct,0.402271,0.357953,0.337306,0.6939,23131,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11909,SYN-LOAN-11909,2030-06,backtest,0.5575,2,0.3496,170,middle,Synthetic group C,partner,0.279783,0.252613,0.246476,0.3369,8146,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11910,SYN-LOAN-11910,2030-06,backtest,0.1464,1,0.4819,105,upper,Synthetic group C,marketplace,0.080156,0.080934,0.088005,0.4863,22243,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11911,,2030-06,backtest,0.9368,4,0.4309,96,middle,Synthetic group B,marketplace,0.808163,0.70702,0.664384,0.4557,14435,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11912,SYN-LOAN-11912,2030-06,backtest,0.1503,2,0.1762,120,middle,Synthetic group B,partner,0.09964,0.09769,0.095208,0.4212,11520,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11913,SYN-LOAN-11913,2030-06,backtest,0.4804,2,0.624,17,upper,Synthetic group C,direct,0.383575,0.341875,0.332559,0.3559,8133,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|SHORT_BUREAU_HISTORY,synthetic
SYN-APP-11914,,2030-06,backtest,0.7792,3,0.4349,152,upper,Synthetic group A,partner,0.511677,0.452042,0.432171,0.3181,28436,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11915,SYN-LOAN-11915,2030-06,backtest,0.2489,4,0.522,123,middle,Synthetic group A,direct,0.351922,0.314653,0.30124,0.6596,19579,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11916,SYN-LOAN-11916,2030-06,backtest,0.7244,0,0.3435,108,lower,Synthetic group B,partner,0.357766,0.319678,0.309681,0.4747,2171,false,HIGH_UTILIZATION|LOWER_INCOME_BAND,synthetic
SYN-APP-11917,,2030-06,backtest,0.81,3,0.2193,59,upper,Synthetic group A,direct,0.554793,0.489122,0.460491,0.541,20613,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11918,,2030-06,backtest,0.7885,3,0.5288,157,upper,Synthetic group B,partner,0.545221,0.48089,0.460743,0.4895,14641,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11919,,2030-06,backtest,0.8833,0,0.6291,7,upper,Synthetic group A,direct,0.4853,0.429358,0.418679,0.6364,21808,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME|SHORT_BUREAU_HISTORY,synthetic
SYN-APP-11920,SYN-LOAN-11920,2030-06,backtest,0.802,1,0.4514,135,middle,Synthetic group B,partner,0.412265,0.366548,0.356065,0.5118,9145,false,HIGH_UTILIZATION,synthetic
SYN-APP-11921,SYN-LOAN-11921,2030-06,backtest,0.1857,1,0.505,106,upper,Synthetic group B,direct,0.091525,0.090712,0.098113,0.3647,12968,false,HIGH_DEBT_TO_INCOME,synthetic
